name	rarity	spawnable	completed	uniqueonly	mindam	maxdam	2handmindam	2handmaxdam	rangeadder	StrBonus	DexBonus	speed	weaponspeedenum	minmisdam	maxmisdam	misspeed	basespeed	modspeed	dam/frame	reqstr	reqdex	durability	nodurability	level	cost	replenish	code	alternateGfx	OpenBetaGfx	ubercode	wclass	2handedwclass	group	weapongroupenum	1or2handed	spelloffset	hit class	2Handed	throwable	stackable	minstack	maxstack	class	reload	range	component	bodyLoc1	bodyLoc2	invwidth	invheight	hasinv	gemsockets	flippyfile	invfile	uniqueinvfile	special	useable	type	sound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	damvsundead	damvsdemon	damvslarge	damvssmall	damvsflying	tohitvsundead	tohitvsdemon	tohitvslarge	tohitvssmall	tohitvsflying	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Amazon	Paladin	Barbarian	Necromancer	Sorceress	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade
Holy Water Sprinkler	3	0	1	0	14	29	14	30	0	1	0	10	3				7	14	0	76	0	60	0	36	3627		9qs	mac	mac	0	1hs	1hs	1hmace	0	0	0	8	0	0	0	0	0	paladin			5	4	5	1	3	1	2	flpgsc	invgsc		magically charged	0	24	29	0	0	5	0	0	0	0	0	7	0	150	100	66	150	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
Divine Scepter	4	0	1	0	16	34	10	24	0	1	0	-10	3				7	0	0	103	0	70	0	44	7269		9ws	whm	whm	0	1hs	1hs	1hmace	0	0	0	8	0	0	0	0	0	paladin			5	4	5	2	3	1	2	flpwsp	invwsp		magically charged	0	24	29	0	0	5	0	0	0	0	0	7	0	150	100	66	150	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
Barbed Club	1	0	1	0	13	21	13	22	0	1	0	0	3				7	7	0	30	0	36	0	28	975		9sp	clb	clb	0	1hs	1hs	1hmace	0	0	0	3	0	0	0	0	0				5	4	5	1	3	1	2	flpspc	invspc	invspcu		0	29	28	0	0	5	0	0	0	0	0	7	0	150	100	66	150	100	0	0	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
Flanged Mace	1	0	1	0	10	27	10	29	0	1	0	0	3				7	7	0	61	0	60	0	31	1689		9ma	mac	mac	0	1hs	1hs	1hmace	0	0	0	3	0	0	0	0	0				5	4	5	1	3	1	2	flpmac	invmac			0	36	29	0	0	5	0	0	0	0	0	7	0	150	100	66	150	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
Jagged Star	1	0	1	0	13	30	13	32	0	1	0	10	4				7	14	0	74	0	72	0	35	2832		9mt	mac	mac	0	1hs	1hs	1hmace	0	0	0	3	0	0	0	0	0				5	4	5	1	3	1	2	flpmst	invmst	invmstu		0	36	29	0	0	5	0	0	0	0	0	7	0	150	100	66	150	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Knout	1	0	1	0	6	35	6	37	0	1	0	-10	2				7	0	0	82	73	30	0	39	4536		9fl	fla	fla	0	1hs	1hs	1hmace	0	0	0	3	0	0	0	0	0				5	4	5	2	3	1	3	flpfla	invfla			0	36	29	0	0	5	0	0	0	0	0	7	0	150	100	66	150	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
Battle Hammer	4	0	1	0	22	43	22	45	0	1	0	20	5				7	21	0	100	0	55	0	44	6543		9wh	whm	whm	0	1hs	1hs	1hmace	0	0	0	3	0	0	0	0	0				5	4	5	2	3	1	3	flpwhm	invwhm			0	31	29	0	0	5	0	0	0	0	178	7	0	150	100	66	150	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
War Club	1	0	1	0	6	13	53	77	0	1	0	10	6				9	18	0	124	0	60	0	41	5310		9m9	mau	mau	0	stf	stf	2hmace	0	0	0	5	1	0	0	0	0				5	4	5	2	4	1	3	flpmau	invmau			0	31	16	0	0	5	0	0	0	0	0	7	0	150	100	100	150	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
Martel de Fer	1	0	0	0	6	13	61	101	0	1	0	20	6				9	27	0	169	0	60	0	49	9945		9gm	mau	mau	0	stf	stf	2hmace	0	0	0	5	1	0	0	0	0				5	4	5	2	3	1	3	flpgma	invgma			0	31	16	0	0	5	0	0	0	0	0	7	0	150	100	100	150	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
Gladius	1	0	1	0	8	22	8	24	0	1	0	0	3				7	7	0	25	0	24	0	26	516		9ss	ssd	ssd	0	1hs	1hs	1hsword	2	0	0	3	0	0	0	0	0				5	4	5	1	3	1	2	flpssd	invssd			0	30	29	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Cutlass	1	0	1	0	8	21	8	22	0	1	0	-30	0				7	-14	0	25	52	22	0	29	1122		9sm	scm	scm	0	1hs	1hs	1hsword	2	0	0	3	0	0	0	0	0				5	4	5	1	3	1	2	flpscm	invscm	invscmu		0	30	29	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Shamshir	1	0	1	0	10	24	10	26	0	1	0	-10	1				7	0	0	58	58	32	0	31	1698		9sb	scm	scm	0	1hs	1hs	1hsword	2	0	0	3	0	0	0	0	0				5	4	5	1	3	1	2	flpsbr	invsbr	invsbru		0	30	29	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Tulwar	2	0	1	0	16	35	16	37	0	1	0	20	6				7	21	0	70	0	32	0	33	2349		9fc	flc	flc	0	1hs	1hs	1hsword	2	0	0	3	0	0	0	0	0				5	4	5	1	3	1	2	flpflc	invflc			0	30	29	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Dimensional Blade	4	0	1	0	13	35	13	37	0	1	0	0	3				7	7	0	85	0	5	0	33	6681		9cr	crs	crs	0	1hs	1hs	1hsword	2	0	0	3	0	0	0	0	0				5	4	5	2	3	1	3	flpcrs	invcrs	invcrsu		0	30	29	1	0	5	0	5	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	8	0	0	0
Battle Sword	1	0	1	0	16	34	16	35	0	1	0	0	3				8	8	0	92	0	32	0	36	3387		9bs	bsd	bsd	0	1hs	1hs	1hsword	2	0	0	3	0	0	0	0	0				5	4	5	2	3	1	3	flpbsd	invbsd			0	30	29	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Rune Sword	1	0	1	0	10	42	10	43	0	1	0	-10	2				7	0	0	103	79	44	0	40	4860		9ls	lsd	lsd	0	1hs	1hs	1hsword	2	0	0	3	0	0	0	0	0				5	4	5	2	3	1	3	flplsd	invlsd	invlsdu		0	30	29	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Ancient Sword	1	0	0	0	18	43	18	45	0	1	0	0	2				7	7	0	127	88	44	0	45	6291		9wd	flc	flc	0	1hs	1hs	1hsword	2	0	0	3	0	0	0	0	0				5	4	5	1	3	1	2	flpwsd	invwsd			0	30	29	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Espadon	1	0	1	0	8	26	18	40	2	1	0	0	3				9	9	0	73	61	44	0	33	2232		92h	clm	clm	0	1hs	2hs	2hsword	2	0	0	4	1	0	0	0	0				5	4	5	1	4	1	3	flp2hs	inv2hs	inv2hsu		0	30	16	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Dacian Falx	2	0	1	0	13	30	26	61	2	1	0	10	4				9	18	0	91	20	50	0	38	4086		9cm	clm	clm	0	1hs	2hs	2hsword	2	0	0	4	1	0	0	0	0	barbarian			5	4	5	1	4	1	3	flpclm	invclm			0	30	29	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Tusk Sword	2	0	0	0	10	37	19	58	2	1	0	0	4				9	9	0	104	71	50	0	41	4677		9gs	gsd	gsd	0	1hs	2hs	2hsword	2	0	0	4	1	0	0	0	0	barbarian			5	4	5	1	4	1	3	flpgis	invgis	invgisu		0	30	29	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Gothic Sword	1	0	1	0	14	40	37	58	1	1	0	10	4				9	18	0	113	20	40	0	43	6213		9b9	clm	clm	0	1hs	2hs	2hsword	2	0	0	4	1	0	0	0	0				5	4	5	1	4	1	3	flpbsw	invbsw	invbswu		0	30	29	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Zweihander	3	0	1	0	19	35	26	54	2	1	0	-10	2				9	0	0	125	94	50	0	45	7500		9fb	clm	clm	0	1hs	2hs	2hsword	2	0	0	4	1	0	0	0	0				5	4	5	2	4	1	3	flpflb	invflb			0	30	29	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Executioner Sword	4	0	1	0	24	40	45	80	2	1	0	10	4				9	18	0	170	110	50	0	50	10653		9gd	gsd	gsd	0	1hs	2hs	2hsword	2	0	0	4	1	0	0	0	0				5	4	5	2	4	1	3	flpgsd	invgsd	invgsdu		0	30	16	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Poignard	1	0	1	0	6	18	6	19	0	1	0	-20	1				8	-8	0	25	0	16	0	27	480		9dg	dgr	dgr	0	1ht	1ht	dagger	3	0	0	6	0	0	0	0	0				5	4	5	1	2	1	1	flpdgr	invdgr			0	32	27	0	0	5	0	0	0	0	0	7	0	66	100	100	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Rondel	1	0	1	0	10	22	10	24	0	1	0	0	3				8	8	0	25	58	20	0	32	1896		9di	dir	dir	0	1ht	1ht	dagger	3	0	0	6	0	0	0	0	0				5	4	5	1	2	1	1	flpdir	invdir			0	32	27	0	0	5	0	0	0	0	0	7	0	66	100	100	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Cinquedeas	3	0	1	0	8	26	8	27	0	1	0	-20	0				8	-8	0	25	88	24	0	38	3981		9kr	dir	dir	0	1ht	1ht	dagger	3	0	0	6	0	0	0	0	0				5	4	5	1	3	1	2	flpkrs	invkrs	invkrsu		0	32	29	0	0	5	0	0	0	0	0	7	0	66	100	100	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Stilleto	3	0	0	0	11	30	11	32	0	1	0	-10	0				8	0	0	73	97	24	0	42	5592		9bl	dgr	dgr	0	1ht	1ht	dagger	3	0	0	6	0	0	0	0	0				5	4	5	1	3	1	1	flpbld	invbld			0	32	29	0	0	5	0	0	0	0	0	7	0	66	100	100	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Battle Dart	1	0	1	0	8	16	8	18	0	1	0	0	3	11	24	0	8	8	0	25	52	12	1	27	318		9tk	dgr	dgr	0	1ht	1ht	dagger	3	0	0	6	0	1	1	40	75			1.25*d*d	5	4	5	1	2	0	0	flptkn	invtkn		primarily thrown	0	42	27	0	0	5	0	0	0	0	36	7	4	66	100	100	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Francisca	1	0	1	0	11	22	11	24	0	1	0	10	4	18	29	0	7	14	0	25	80	20	1	30	366		9ta	hax	hax	0	1hs	1hs	1haxe	1	0	0	3	0	1	1	16	32			1.5*d*d	5	4	5	1	2	0	0	flptax	invtax		primarily thrown	0	43	27	0	0	5	0	0	0	0	35	7	5	100	150	100	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	2	0	0	0
War Dart	1	0	0	0	6	24	13	26	0	1	0	-20	3	14	27	0	8	-8	0	25	97	12	1	35	390		9bk	dgr	dgr	0	1ht	1ht	dagger	3	0	0	6	0	1	1	30	60			1.25*d*d	5	4	5	1	2	0	0	flpbkf	invbkf		primarily thrown	0	42	27	0	0	5	0	0	0	0	36	7	4	66	100	100	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Hurlbat	2	0	1	0	13	27	13	29	0	1	0	-10	2	24	34	0	7	0	0	25	106	20	1	37	453		9b8	hax	hax	0	1hs	1hs	1haxe	1	0	0	3	0	1	1	16	24			d*d	5	4	5	2	3	0	0	flpbal	invbal		primarily thrown	0	43	29	0	0	5	0	0	0	0	35	7	0	100	150	100	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
War Javelin	1	0	1	0	6	19	6	21	2	1	0	-10	2	14	32	0	8	0	0	25	25	14	1	26	336		9ja	jav	jav	0	1ht	1ht	javelin	5	0	0	6	0	1	1	30	60	amazon		d*d	5	4	5	1	3	0	0	flpjav	invjav		primarily thrown	0	33	14	0	0	5	0	0	0	0	1	7	2	66	100	100	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Great Pilum	1	0	1	0	11	26	11	27	2	1	0	0	3	16	42	0	8	8	0	25	88	20	1	33	372		9pi	pil	pil	0	1ht	1ht	javelin	5	0	0	6	0	1	1	25	50			d*d	5	4	5	1	3	0	0	flppil	invpil		primarily thrown	0	33	29	0	0	5	0	0	0	0	37	7	2	66	100	100	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Simbilan	1	0	0	0	8	32	8	34	2	1	0	10	3	27	50	0	8	16	0	80	80	20	1	36	426		9s9	jav	jav	0	1ht	1ht	javelin	5	0	0	6	0	1	1	20	40			d*d	5	4	5	1	3	0	0	flpssp	invssp		primarily thrown	0	33	29	0	0	5	0	0	0	0	37	7	2	66	100	100	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Spiculum	1	0	1	0	13	38	13	40	2	1	0	20	5	8	26	0	8	24	0	98	73	20	1	42	498		9gl	glv	glv	0	1ht	1ht	javelin	5	0	0	6	0	1	1	8	20			d*d	5	4	5	1	4	0	0	flpglv	invglv		primarily thrown	0	33	29	0	0	5	0	0	0	0	37	7	2	66	100	100	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Harpoon	1	0	0	0	13	35	13	37	2	1	0	-10	5	18	54	0	8	0	0	25	118	20	1	47	594		9ts	pil	pil	0	1ht	1ht	javelin	5	0	0	6	0	1	1	32	80			d*d	5	4	5	1	4	0	0	flptsp	invtsp		primarily thrown	0	33	29	0	0	5	0	0	0	0	37	7	2	66	100	100	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
War Spear	1	0	1	0	10	35	10	37	3	1	0	-10	1				9	0	0	25	25	30	0	29	1200		9sr	spr	spr	0	2ht	2ht	spear	6	0	0	7	1	0	0	0	0				5	4	5	2	4	1	3	flpspr	invspr		2 square reach	0	33	28	0	0	5	0	0	0	0	0	7	0	66	100	100	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Fuscina	1	0	1	0	19	35	19	37	3	1	0	0	3				9	9	0	77	25	35	0	32	2349		9tr	tri	tri	0	2ht	2ht	spear	6	0	0	7	1	0	0	0	0				5	4	5	2	4	1	3	flptri	invtri	invtriu	2 square reach	0	33	29	0	0	5	0	0	0	0	0	7	0	66	100	100	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
